Deals
Deal ID,Order ID,Symbol,Opening Direction,Closing Direction,Opening time (UTC+8),Closing Time (UTC+8),Entry price,Closing price,Closing Quantity,Commissions,Pips,Net USD,Channel,Balance USD
DID312704309,353071397,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.845,05 Aug 2026 01:45:00.988,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 260.01
DID312704312,353071400,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.862,05 Aug 2026 01:45:00.973,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 355.01
DID312704314,353071402,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.865,05 Aug 2026 01:45:00.969,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 450.01
DID312704311,353071399,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.854,05 Aug 2026 01:45:00.957,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 545.01
DID312704308,353071396,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.843,05 Aug 2026 01:45:00.952,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 640.01
DID312704302,353071390,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.804,05 Aug 2026 01:45:00.950,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 735.01
DID312704307,353071395,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.835,05 Aug 2026 01:45:00.947,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 830.01
DID312704305,353071393,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.828,05 Aug 2026 01:45:00.943,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 925.01
DID312704310,353071398,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.851,05 Aug 2026 01:45:00.941,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,47 020.01
DID312704304,353071392,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.821,05 Aug 2026 01:45:00.935,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,47 115.01
DID312704299,353071386,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.776,05 Aug 2026 01:45:00.928,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,47 210.01
DID312704306,353071394,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.830,05 Aug 2026 01:45:00.924,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,47 305.01
DID312704300,353071387,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.787,05 Aug 2026 01:45:00.923,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,47 400.01
DID312704301,353071388,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.789,05 Aug 2026 01:45:00.916,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,47 495.01
DID312704313,353071401,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.863,05 Aug 2026 01:45:00.905,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,47 590.01
DID312660892,353047198,NZDUSD,Buy,Sell,04 Aug 2026 13:34:48.673,04 Aug 2026 22:04:23.179,0.58651,0.58922,0.37 Lots,0.00,27.1,100.27,openapi_cbot-t,47 685.01
DID312660880,353047185,NZDUSD,Buy,Sell,04 Aug 2026 13:34:48.673,04 Aug 2026 22:04:20.755,0.58651,0.58920,0.37 Lots,0.00,26.9,99.53,openapi_cbot-t,47 584.74
DID312610358,352983389,BTCUSD,Sell,Buy,04 Aug 2026 18:11:40.736,04 Aug 2026 18:20:31.995,63459.46,63474.18,0.09 Lots,0.00,-147.2,-1.32,openapi_cbot-t,47 485.21
DID312607551,352977952,USDCAD,Sell,Buy,04 Aug 2026 17:11:25.342,04 Aug 2026 17:44:06.104,1.40397,1.40388,0.2 Lots,0.00,0.9,1.28,openapi_cbot-t,47 486.53
DID312607398,352977512,US30,Sell,Buy,04 Aug 2026 17:11:03.866,04 Aug 2026 17:41:15.316,53260.0,53300.0,0.3 Lots,0.00,-40.0,-12.00,openapi_cbot-t,47 485.25
DID312607339,352942726,GBPAUD,Buy,Sell,04 Aug 2026 13:18:08.022,04 Aug 2026 17:40:32.351,1.91268,1.91269,1.28 Lots,0.00,0.1,0.90,openapi_cbot-t,47 497.25
DID312607220,352977240,JPN225,Sell,Buy,04 Aug 2026 17:13:36.420,04 Aug 2026 17:39:17.704,63659.7,63741.9,51.5 Lots,0.00,-82.2,-2 681.29,openapi_cbot-t,47 496.35
DID312607116,352977093,EURUSD,Sell,Buy,04 Aug 2026 17:11:15.457,04 Aug 2026 17:37:34.609,1.15039,1.15095,0.18 Lots,0.00,-5.6,-10.08,openapi_cbot-t,50 177.64
DID312605847,352975175,US2000,Buy,Sell,04 Aug 2026 17:11:09.408,04 Aug 2026 17:23:14.829,2981.3,2979.0,7 Lots,0.00,-2.3,-16.10,openapi_cbot-t,50 187.72
DID312605213,352974119,BTCUSD,Sell,Buy,04 Aug 2026 17:10:53.513,04 Aug 2026 17:15:59.226,63488.49,63518.48,0.09 Lots,0.00,-299.9,-2.70,openapi_cbot-t,50 203.82
DID312605205,352974113,USDJPY,Sell,Buy,04 Aug 2026 17:11:00.974,04 Aug 2026 17:15:54.645,157.917,157.876,0.2 Lots,0.00,4.1,5.19,openapi_cbot-t,50 206.52
DID312602457,352957718,GBPNOK,Buy,Sell,04 Aug 2026 15:15:49.786,04 Aug 2026 16:56:25.986,12.78799,12.78754,1.06 Lots,0.00,-4.5,-5.01,openapi_cbot-t,50 201.33
DID312599435,352957714,EURNOK,Buy,Sell,04 Aug 2026 15:15:46.627,04 Aug 2026 16:28:12.963,10.95764,10.95748,3.57 Lots,0.00,-1.6,-6.00,openapi_cbot-t,50 206.34
DID312593643,352960829,AUDCAD,Buy,Sell,04 Aug 2026 13:35:55.558,04 Aug 2026 15:36:18.291,0.98615,0.98623,0.1 Lots,0.00,0.8,0.57,openapi_cbot-t,50 212.34
DID312593642,352960828,AUDJPY,Buy,Sell,04 Aug 2026 13:35:49.096,04 Aug 2026 15:36:18.061,110.620,110.678,0.1 Lots,0.00,5.8,3.68,openapi_cbot-t,50 211.77
DID312593633,352960822,0003.HK,Buy,Sell,04 Aug 2026 13:17:36.923,04 Aug 2026 15:36:16.146,6.910,6.890,5 000 Lots,-13.20,-2.0,-25.95,openapi_cbot-t,50 208.09
DID312587233,352953187,NatGas,Sell,Buy,04 Aug 2026 08:06:49.518,04 Aug 2026 14:41:29.016,2.799,2.804,0.07 Lots,0.00,-0.5,-3.50,openapi_cbot-t,50 234.04
DID312583912,352949376,0066.HK,Sell,Buy,04 Aug 2026 13:35:12.163,04 Aug 2026 14:07:37.496,32.250,32.290,1 823 Lots,-22.50,-4.0,-31.80,openapi_cbot-t,50 237.54
DID312583718,352949118,GBPNZD,Buy,Sell,04 Aug 2026 13:35:43.619,04 Aug 2026 14:06:32.286,2.28901,2.28851,0.05 Lots,0.00,-5.0,-1.47,openapi_cbot-t,50 269.34
DID312582762,352947922,EURGBP,Buy,Sell,04 Aug 2026 13:35:25.981,04 Aug 2026 14:01:51.121,0.85736,0.85708,0.06 Lots,0.00,-2.8,-2.26,openapi_cbot-t,50 270.81
DID312581194,352946233,USDCAD,Buy,Sell,04 Aug 2026 13:18:57.183,04 Aug 2026 13:50:51.464,1.40484,1.40520,0.22 Lots,0.00,3.6,5.64,openapi_cbot-t,50 273.07
DID312581186,352946223,JPN225,Buy,Sell,04 Aug 2026 13:18:21.625,04 Aug 2026 13:50:42.724,63404.5,63809.7,55.5 Lots,0.00,405.2,14 259.55,openapi_cbot-t,50 267.43
DID312581185,352946222,NAS100,Buy,Sell,04 Aug 2026 13:18:24.998,04 Aug 2026 13:50:42.487,28859.2,28907.0,0.7 Lots,0.00,47.8,33.46,openapi_cbot-t,36 007.88
DID312581059,352946063,US2000,Buy,Sell,04 Aug 2026 13:18:33.979,04 Aug 2026 13:49:35.293,2982.1,2984.3,7.5 Lots,0.00,2.2,16.50,openapi_cbot-t,35 974.42
DID312580847,352945779,GBPCAD,Sell,Buy,04 Aug 2026 13:35:38.518,04 Aug 2026 13:47:34.764,1.88571,1.88601,0.05 Lots,0.00,-3.0,-1.07,openapi_cbot-t,35 957.92
DID312578837,352943516,USDJPY,Sell,Buy,04 Aug 2026 13:18:16.977,04 Aug 2026 13:29:45.309,157.586,157.582,0.22 Lots,0.00,0.4,0.56,openapi_cbot-t,35 958.99
DID312558679,352915708,0003.HK,Sell,Buy,03 Aug 2026 15:56:09.160,04 Aug 2026 09:31:11.412,6.965,6.990,5 000 Lots,-13.35,-2.5,-29.29,openapi_cbot-t,35 958.43
DID312558678,352915707,0016.HK,Buy,Sell,03 Aug 2026 15:45:35.500,04 Aug 2026 09:31:11.241,122.290,123.490,1 375 Lots,-64.63,120.0,142.77,openapi_cbot-t,35 987.72
DID312558677,352915706,0066.HK,Sell,Buy,03 Aug 2026 15:48:30.311,04 Aug 2026 09:31:10.947,32.450,32.710,5 000 Lots,-62.32,-26.0,-228.07,openapi_cbot-t,35 844.95
DID312538988,352887091,EURCAD,Buy,Sell,04 Aug 2026 05:20:38.830,04 Aug 2026 05:50:56.107,1.61772,1.61580,0.19 Lots,0.00,-19.2,-25.98,openapi_cbot-t,36 073.02
DID312538987,352887090,GBPCHF,Buy,Sell,04 Aug 2026 05:08:59.214,04 Aug 2026 05:50:55.851,1.08938,1.08698,0.17 Lots,0.00,-24.0,-50.39,openapi_cbot-t,36 099.00
DID312538985,352887085,EURHUF,Sell,Buy,04 Aug 2026 05:04:48.663,04 Aug 2026 05:50:40.366,363.82,364.74,0.19 Lots,0.00,-92,-55.16,openapi_cbot-t,36 149.39
DID312538984,352887084,EURDKK,Buy,Sell,04 Aug 2026 05:04:40.924,04 Aug 2026 05:50:40.081,7.47755,7.47308,0.19 Lots,0.00,-44.7,-13.09,openapi_cbot-t,36 204.55
DID312538983,352887083,CADSGD,Buy,Sell,04 Aug 2026 05:03:34.750,04 Aug 2026 05:50:39.899,0.91374,0.91221,0.32 Lots,0.00,-15.3,-38.20,openapi_cbot-t,36 217.64
DID312538843,352886684,NZDUSD,Buy,Sell,04 Aug 2026 05:06:52.350,04 Aug 2026 05:37:07.015,0.58711,0.58638,0.38 Lots,0.00,-7.3,-27.74,openapi_cbot-t,36 255.84
DID312538822,352886656,AUDCAD,Buy,Sell,04 Aug 2026 05:03:09.896,04 Aug 2026 05:36:44.302,0.98485,0.98264,0.32 Lots,0.00,-22.1,-50.36,openapi_cbot-t,36 283.58
DID312538447,352886322,EURILS,Sell,Buy,04 Aug 2026 05:04:56.550,04 Aug 2026 05:30:03.289,3.49607,3.52014,0.19 Lots,0.00,-240.7,-149.58,openapi_cbot-t,36 333.94
DID312538372,352886080,BTCUSD,Sell,Buy,04 Aug 2026 05:08:30.046,04 Aug 2026 05:23:36.931,63687.91,63702.93,0.35 Lots,0.00,-150.2,-5.26,openapi_cbot-t,36 483.52
DID312476106,352811366,NZDUSD,Buy,Sell,03 Aug 2026 21:47:19.990,03 Aug 2026 21:51:07.872,0.58639,0.58626,4.76 Lots,0.00,-1.3,-61.88,openapi_cbot-t,36 488.78
DID312476105,352811365,GBPUSD,Sell,Buy,03 Aug 2026 21:42:00.687,03 Aug 2026 21:51:07.651,1.34566,1.34511,0.21 Lots,0.00,5.5,11.55,openapi_cbot-t,36 550.66
DID312476104,352811363,GER40,Buy,Sell,03 Aug 2026 21:31:31.925,03 Aug 2026 21:51:07.450,25980.8,26045.9,0.9 Lots,0.00,65.1,67.53,openapi_cbot-t,36 539.11
DID312471774,352806169,JPYX,Buy,Sell,03 Aug 2026 21:34:54.464,03 Aug 2026 21:38:34.320,690.3,689.6,41 Lots,0.00,-0.7,-18.35,openapi_cbot-t,36 471.58
DID312471771,352806166,LHX.US,Buy,Sell,03 Aug 2026 21:31:00.376,03 Aug 2026 21:38:34.085,277.03,277.26,45.6 Lots,-1.82,2.3,8.67,openapi_cbot-t,36 489.93
DID312471770,352806165,AAPL.US,Buy,Sell,03 Aug 2026 21:31:00.283,03 Aug 2026 21:38:33.893,309.81,307.22,23 Lots,-0.92,-25.9,-60.49,openapi_cbot-t,36 481.26
DID312471769,352806164,GD.US,Sell,Buy,03 Aug 2026 21:31:51.283,03 Aug 2026 21:38:33.630,385.00,385.21,75.1 Lots,-3.00,-2.1,-18.77,openapi_cbot-t,36 541.75
DID312471767,352806162,US2000,Buy,Sell,03 Aug 2026 21:28:10.716,03 Aug 2026 21:38:33.123,2956.1,2953.0,9.7 Lots,0.00,-3.1,-30.07,openapi_cbot-t,36 560.52
DID312471766,352806160,US30,Sell,Buy,03 Aug 2026 21:27:58.901,03 Aug 2026 21:38:32.795,53171.0,53175.0,0.5 Lots,0.00,-4.0,-2.00,openapi_cbot-t,36 590.59
DID312471765,352806159,EURCAD,Buy,Sell,03 Aug 2026 21:24:30.764,03 Aug 2026 21:38:32.559,1.61842,1.61884,0.24 Lots,0.00,4.2,7.18,openapi_cbot-t,36 592.59
DID312471763,352806156,BTCUSD,Buy,Sell,03 Aug 2026 21:24:16.972,03 Aug 2026 21:38:32.345,62802.97,62721.29,0.45 Lots,0.00,-816.8,-36.76,openapi_cbot-t,36 585.41
DID312471760,352806153,NZDCHF,Buy,Sell,03 Aug 2026 20:59:20.274,03 Aug 2026 21:38:32.133,0.47501,0.47462,0.5 Lots,0.00,-3.9,-24.10,openapi_cbot-t,36 622.17
DID312471757,352806149,NZDCAD,Sell,Buy,03 Aug 2026 20:59:12.686,03 Aug 2026 21:38:31.882,0.82412,0.82395,0.5 Lots,0.00,1.7,6.05,openapi_cbot-t,36 646.27
DID312471754,352806146,USDBRL,Buy,Sell,03 Aug 2026 20:31:00.287,03 Aug 2026 21:38:31.611,5.10642,5.10595,1.05 Lots,0.00,-4.7,-9.67,openapi_cbot-t,36 640.22
DID312470276,352805173,JPN225,Sell,Buy,03 Aug 2026 21:31:22.087,03 Aug 2026 21:37:31.643,62286.5,62484.4,72.5 Lots,0.00,-197.9,-9 171.76,openapi_cbot-t,36 649.89
DID312467384,352802705,EURUSD,Sell,Buy,03 Aug 2026 21:24:25.441,03 Aug 2026 21:33:41.674,1.15252,1.15334,0.24 Lots,0.00,-8.2,-19.68,openapi_cbot-t,45 821.65
DID312467377,352802698,NAS100,Buy,Sell,03 Aug 2026 21:06:23.816,03 Aug 2026 21:33:40.178,28331.5,28211.9,1 Lots,0.00,-119.6,-119.60,openapi_cbot-t,45 841.33
DID312467225,352802499,Corn,Sell,Buy,03 Aug 2026 20:40:45.442,03 Aug 2026 21:33:06.621,4.5300,4.5450,1 Lots,0.00,-15.0,-1.50,openapi_cbot-t,45 960.93
DID312463840,352799062,GBPAUD,Buy,Sell,03 Aug 2026 20:56:21.392,03 Aug 2026 21:26:35.947,1.92378,1.92481,0.21 Lots,0.00,10.3,15.12,openapi_cbot-t,45 962.43
DID312463836,352799055,USDCHF,Sell,Buy,03 Aug 2026 20:56:08.091,03 Aug 2026 21:26:33.724,0.80902,0.80941,0.29 Lots,0.00,-3.9,-13.97,openapi_cbot-t,45 947.31
DID312463831,352799047,EURCHF,Buy,Sell,03 Aug 2026 20:54:15.134,03 Aug 2026 21:26:31.231,0.93271,0.93273,0.25 Lots,0.00,0.2,0.62,openapi_cbot-t,45 961.28
DID312463828,352799035,USDCAD,Buy,Sell,03 Aug 2026 20:54:04.774,03 Aug 2026 21:26:27.871,1.40393,1.40421,0.29 Lots,0.00,2.8,5.78,openapi_cbot-t,45 960.66
DID312463826,352799027,NZDUSD,Buy,Sell,03 Aug 2026 20:53:55.410,03 Aug 2026 21:26:24.887,0.58703,0.58656,0.5 Lots,0.00,-4.7,-23.50,openapi_cbot-t,45 954.88
DID312462637,352797960,USDJPY,Buy,Sell,03 Aug 2026 21:02:30.235,03 Aug 2026 21:23:26.343,156.806,156.617,0.28 Lots,0.00,-18.9,-33.79,openapi_cbot-t,45 978.38
DID312462364,352797654,GBPUSD,Sell,Buy,03 Aug 2026 20:51:27.104,03 Aug 2026 21:22:26.088,1.34617,1.34597,0.22 Lots,0.00,2.0,4.40,openapi_cbot-t,46 012.17
DID312460091,352795449,AUDUSD,Buy,Sell,03 Aug 2026 20:40:23.462,03 Aug 2026 21:15:54.545,0.69997,0.69953,0.42 Lots,0.00,-4.4,-18.48,openapi_cbot-t,46 007.77
DID312457864,352792821,AUDJPY,Sell,Buy,03 Aug 2026 20:56:29.768,03 Aug 2026 21:05:18.692,109.713,109.762,0.42 Lots,0.00,-4.9,-13.12,openapi_cbot-t,46 026.25
DID312455395,352790152,JPN225,Sell,Buy,03 Aug 2026 20:53:44.203,03 Aug 2026 20:54:45.953,62506.6,62534.3,74.5 Lots,0.00,-27.7,-1 315.92,openapi_cbot-t,46 039.37
DID312454985,352789602,GER40,Buy,Sell,03 Aug 2026 20:17:30.199,03 Aug 2026 20:50:24.135,25981.8,25987.9,1 Lots,0.00,6.1,7.03,openapi_cbot-t,47 355.29
DID312454984,352789601,NAS100,Sell,Buy,03 Aug 2026 20:17:24.819,03 Aug 2026 20:50:23.916,28295.3,28317.3,1 Lots,0.00,-22.0,-22.00,openapi_cbot-t,47 348.26
DID312454983,352789600,EURJPY,Sell,Buy,03 Aug 2026 20:17:54.529,03 Aug 2026 20:50:23.676,180.647,180.788,0.26 Lots,0.00,-14.1,-23.37,openapi_cbot-t,47 370.26
DID312454982,352789599,JPYX,Buy,Sell,03 Aug 2026 20:15:43.834,03 Aug 2026 20:50:23.352,689.2,687.5,43 Lots,0.00,-1.7,-46.60,openapi_cbot-t,47 393.63
DID312454628,352789137,EURUSD,Buy,Sell,03 Aug 2026 20:15:57.179,03 Aug 2026 20:47:21.496,1.15326,1.15240,0.26 Lots,0.00,-8.6,-22.36,openapi_cbot-t,47 440.23
DID312454607,352789112,US30,Buy,Sell,03 Aug 2026 20:15:09.351,03 Aug 2026 20:47:12.763,53072.0,53156.0,0.5 Lots,0.00,84.0,42.00,openapi_cbot-t,47 462.59
DID312454483,352788878,FRA40,Buy,Sell,03 Aug 2026 20:17:39.505,03 Aug 2026 20:46:00.249,8613.7,8601.6,3 Lots,0.00,-12.1,-41.83,openapi_cbot-t,47 420.59
DID312454298,352788628,USDJPY,Buy,Sell,03 Aug 2026 20:14:56.366,03 Aug 2026 20:45:04.347,156.606,156.861,0.3 Lots,0.00,25.5,48.77,openapi_cbot-t,47 462.42
DID312454296,352788627,GBPUSD,Buy,Sell,03 Aug 2026 20:14:52.787,03 Aug 2026 20:45:04.204,1.34661,1.34612,0.22 Lots,0.00,-4.9,-10.78,openapi_cbot-t,47 413.65
DID312450964,352786436,NatGas,Sell,Buy,03 Aug 2026 20:21:50.786,03 Aug 2026 20:35:54.221,2.792,2.821,1.08 Lots,0.00,-2.9,-313.20,openapi_cbot-t,47 424.43
DID312450960,352786432,EURCHF,Sell,Buy,03 Aug 2026 20:17:57.600,03 Aug 2026 20:35:50.362,0.93197,0.93239,0.26 Lots,0.00,-4.2,-13.51,openapi_cbot-t,47 737.63
DID312450451,352785783,BTCUSD,Sell,Buy,03 Aug 2026 20:21:53.854,03 Aug 2026 20:32:41.627,62566.98,62581.71,0.48 Lots,0.00,-147.3,-7.07,openapi_cbot-t,47 751.14
DID312447912,352782819,JPN225,Sell,Buy,03 Aug 2026 20:15:13.402,03 Aug 2026 20:15:36.507,62596.5,62609.5,75.7 Lots,0.00,-13.0,-628.25,openapi_cbot-t,47 758.21
DID312431393,352764471,US30,Buy,Sell,03 Aug 2026 15:55:46.161,03 Aug 2026 17:55:47.686,52835.0,52881.0,3.1 Lots,0.00,46.0,142.60,openapi_cbot-t,48 386.46
DID312430570,352763516,GER40,Buy,Sell,03 Aug 2026 15:45:23.783,03 Aug 2026 17:46:47.324,25954.8,26027.9,6.4 Lots,0.00,73.1,539.33,openapi_cbot-t,48 243.86
DID312430196,352763025,BTCUSD,Sell,Buy,03 Aug 2026 16:58:46.756,03 Aug 2026 17:44:07.621,62438.44,62644.54,2.59 Lots,0.00,-2061.0,-533.80,openapi_cbot-t,47 704.53
DID312429770,352762484,EURGBP,Buy,Sell,03 Aug 2026 17:09:36.926,03 Aug 2026 17:39:51.568,0.85646,0.85662,1.4 Lots,0.00,1.6,30.14,openapi_cbot-t,48 238.33
DID312428944,352761488,EURUSD,Sell,Buy,03 Aug 2026 17:09:11.874,03 Aug 2026 17:35:04.302,1.15209,1.15249,1.41 Lots,0.00,-4.0,-56.40,openapi_cbot-t,48 208.19
DID312428863,352761398,AUDUSD,Sell,Buy,03 Aug 2026 17:03:24.777,03 Aug 2026 17:34:48.221,0.70079,0.70071,2.31 Lots,0.00,0.8,18.48,openapi_cbot-t,48 264.59
DID312428850,352761384,US2000,Sell,Buy,03 Aug 2026 17:03:14.206,03 Aug 2026 17:34:29.784,2947.9,2948.9,55.1 Lots,0.00,-1.0,-55.10,openapi_cbot-t,48 246.11
DID312426924,352759813,EURJPY,Buy,Sell,03 Aug 2026 16:56:48.483,03 Aug 2026 17:28:34.661,180.839,180.860,1.41 Lots,0.00,2.1,18.86,openapi_cbot-t,48 301.21
DID312426007,352758759,FRA40,Buy,Sell,03 Aug 2026 16:52:58.478,03 Aug 2026 17:23:20.078,8607.9,8614.6,18.8 Lots,0.00,6.7,145.15,openapi_cbot-t,48 282.35
DID312425946,352758676,USDCAD,Sell,Buy,03 Aug 2026 17:03:43.951,03 Aug 2026 17:22:29.919,1.40414,1.40412,1.62 Lots,0.00,0.2,2.31,openapi_cbot-t,48 137.20
DID312425319,352757906,Corn,Buy,Sell,03 Aug 2026 17:03:37.359,03 Aug 2026 17:19:19.237,4.5369,4.5371,7 Lots,0.00,0.2,0.14,openapi_cbot-t,48 134.89
DID312423966,352756175,JPYX,Sell,Buy,03 Aug 2026 16:52:53.365,03 Aug 2026 17:07:47.066,687.2,688.1,100 Lots,0.00,-0.9,-57.34,openapi_cbot-t,48 134.75
DID312423753,352755835,NZDUSD,Buy,Sell,03 Aug 2026 16:58:36.838,03 Aug 2026 17:04:53.876,0.58703,0.58668,16.44 Lots,0.00,-3.5,-575.40,openapi_cbot-t,48 192.09
DID312422945,352754813,GBPAUD,Buy,Sell,03 Aug 2026 16:23:56.082,03 Aug 2026 16:55:37.105,1.91878,1.91965,1.21 Lots,0.00,8.7,73.79,openapi_cbot-t,48 767.49
DID312422571,352754398,NAS100,Sell,Buy,03 Aug 2026 16:21:26.167,03 Aug 2026 16:51:51.530,28375.6,28413.9,5.7 Lots,0.00,-38.3,-218.31,openapi_cbot-t,48 693.70
DID312422570,352754396,GBPUSD,Sell,Buy,03 Aug 2026 16:21:22.167,03 Aug 2026 16:51:51.332,1.34568,1.34568,1.21 Lots,0.00,0.0,0.00,openapi_cbot-t,48 912.01
DID312422558,352754365,EURAUD,Buy,Sell,03 Aug 2026 16:19:24.727,03 Aug 2026 16:51:38.730,1.64313,1.64379,1.41 Lots,0.00,6.6,65.23,openapi_cbot-t,48 912.01
DID312422536,352754322,NZDUSD,Buy,Sell,03 Aug 2026 16:30:51.089,03 Aug 2026 16:51:12.328,0.58720,0.58684,17.22 Lots,0.00,-3.6,-619.92,openapi_cbot-t,48 846.78
DID312421549,352753080,USDCHF,Sell,Buy,03 Aug 2026 16:30:45.658,03 Aug 2026 16:43:49.834,0.80872,0.80895,1.63 Lots,0.00,-2.3,-46.35,openapi_cbot-t,49 466.70
DID312420982,352752269,JPYX,Buy,Sell,03 Aug 2026 16:23:34.463,03 Aug 2026 16:37:34.714,688.8,687.5,100 Lots,0.00,-1.3,-82.90,openapi_cbot-t,49 513.05
DID312420918,352752188,US2000,Buy,Sell,03 Aug 2026 16:23:24.039,03 Aug 2026 16:37:16.039,2947.4,2948.2,55.4 Lots,0.00,0.8,44.32,openapi_cbot-t,49 595.95
DID312420255,352751439,AUDJPY,Buy,Sell,03 Aug 2026 15:59:10.660,03 Aug 2026 16:32:05.192,110.007,109.945,2.36 Lots,0.00,-6.2,-93.31,openapi_cbot-t,49 551.63
DID312419793,352750874,JPN225,Sell,Buy,03 Aug 2026 15:58:46.068,03 Aug 2026 16:29:20.443,63657.0,63264.0,2.5 Lots,0.00,393.0,626.63,openapi_cbot-t,49 644.94
DID312419131,352750184,USDCHF,Buy,Sell,03 Aug 2026 15:52:51.710,03 Aug 2026 16:25:16.005,0.80863,0.80835,1.65 Lots,0.00,-2.8,-57.15,openapi_cbot-t,49 018.31
DID312419053,352750074,XAUUSD,Buy,Sell,03 Aug 2026 15:41:29.535,03 Aug 2026 16:24:57.709,4059.28,4058.58,0.41 Lots,0.00,-7.0,-28.70,openapi_cbot-t,49 075.46
DID312418190,352749153,BTCUSD,Buy,Sell,03 Aug 2026 15:52:35.589,03 Aug 2026 16:18:28.973,62563.74,62411.88,2.63 Lots,0.00,-1518.6,-399.39,openapi_cbot-t,49 104.16
DID312417842,352748763,EURGBP,Sell,Buy,03 Aug 2026 15:45:52.434,03 Aug 2026 16:15:55.430,0.85594,0.85638,1.45 Lots,0.00,-4.4,-85.87,openapi_cbot-t,49 503.55
DID312417801,352748729,FRA40,Buy,Sell,03 Aug 2026 15:43:52.306,03 Aug 2026 16:15:42.225,8575.0,8598.6,19.5 Lots,0.00,23.6,530.45,openapi_cbot-t,49 589.42
DID312417800,352748728,NZDUSD,Sell,Buy,03 Aug 2026 15:43:49.344,03 Aug 2026 16:15:41.745,0.58746,0.58756,2.85 Lots,0.00,-1.0,-28.50,openapi_cbot-t,49 058.97
DID312417156,352747946,AUDUSD,Sell,Buy,03 Aug 2026 15:39:48.973,03 Aug 2026 16:09:57.465,0.70203,0.70165,2.39 Lots,0.00,3.8,90.82,openapi_cbot-t,49 087.47
DID312416341,352746955,GBPJPY,Sell,Buy,03 Aug 2026 15:56:19.446,03 Aug 2026 16:01:11.861,210.957,210.959,1.23 Lots,0.00,-0.2,-1.57,openapi_cbot-t,48 996.65
DID312416246,352746857,US2000,Sell,Buy,03 Aug 2026 15:43:21.035,03 Aug 2026 16:00:24.300,2945.9,2951.0,57 Lots,0.00,-5.1,-290.70,openapi_cbot-t,48 998.22
DID312416026,352746594,Corn,Sell,Buy,03 Aug 2026 15:44:00.967,03 Aug 2026 15:57:34.582,4.5271,4.5319,7 Lots,0.00,-4.8,-3.36,openapi_cbot-t,49 288.92
DID312416019,352746585,2020.HK,Buy,Sell,03 Aug 2026 15:43:42.069,03 Aug 2026 15:57:23.273,76.810,76.910,2 189 Lots,-64.36,10.0,-36.45,openapi_cbot-t,49 292.28
DID312415671,352746157,JPYX,Buy,Sell,03 Aug 2026 15:41:16.537,03 Aug 2026 15:53:57.293,689.0,687.7,100 Lots,0.00,-1.3,-82.94,openapi_cbot-t,49 328.73
DID312415659,352746152,9618.HK,Buy,Sell,03 Aug 2026 15:39:45.785,03 Aug 2026 15:53:48.995,128.990,128.990,1 300 Lots,-64.14,0.0,-64.14,openapi_cbot-t,49 411.67
DID312415658,352746151,0005.HK,Buy,Sell,03 Aug 2026 15:21:21.145,03 Aug 2026 15:53:48.771,167.890,167.890,1 013 Lots,-65.06,0.0,-65.06,openapi_cbot-t,49 475.81
DID312414775,352745076,USDJPY,Sell,Buy,03 Aug 2026 15:39:24.508,03 Aug 2026 15:44:48.454,156.617,156.752,1.67 Lots,0.00,-13.5,-143.83,openapi_cbot-t,49 540.87
DID312414760,352745050,NatGas,Sell,Buy,03 Aug 2026 15:43:16.025,03 Aug 2026 15:44:15.934,2.772,2.784,6.04 Lots,0.00,-1.2,-724.80,openapi_cbot-t,49 684.70
